,store,sido,gungu,store_address
702,고강1호,경기,부천시,경기 부천시 오정구 원종로 111
703,원종도당,경기,부천시,경기 부천시 오정구 소사로 740
704,복사골,경기,부천시,경기 부천시 원미구 중동로 169
705,상동1호,경기,부천시,"경기 부천시 원미구 소향로 25, 110호"
706,상동역,경기,부천시,"경기 부천시 원미구 도약로 25, 대동프라자 1층 107호"
707,송내로데오,경기,부천시,경기 부천시 원미구 상일로 86
708,신중동,경기,부천시,경기 부천시 원미구 중동로 262번길 40
709,역곡2동,경기,부천시,경기 부천시 원미구 부일로 696
710,중동2호,경기,부천시,경기 부천시 원미구 길주로 199
711,중동꿈마을,경기,부천시,"경기 부천시 원미구 부흥로 373번길 78 114, 115호"
712,동판교,경기,성남시,경기 성남시 분당구 판교역로 192번길 12
713,무지개마을,경기,성남시,경기 성남시 분당구 미금로 22번길 8
714,미금,경기,성남시,경기  성남시 분당구 미금일로 86번길 12-6
715,분당효자,경기,성남시,경기 성남시 분당구 서현로 373
716,서판교,경기,성남시,경기 성남시 분당구 운중로 243번길 14
717,서현,경기,성남시,"경기 성남시 분당구 중앙공원로 39번길 7, 1층 121호"
718,수내1호,경기,성남시,경기 성남시 분당구 내정로 165번길 38 양지마을청구아파트
719,아름마을,경기,성남시,"경기 성남시 분당구 판교로 445, 미라보상가 1층 7호"
720,야탑1호,경기,성남시,경기 성남시 분당구 벌말로 40번길 3
721,야탑역,경기,성남시,경기 성남시 분당구 장미로 92번길 2
722,정자,경기,성남시,경기 성남시 분당구 성남대로 349 시그마타워
723,고등,경기,성남시,경기 성남시 수정구 청계산로 2길 15
724,성남위례,경기,성남시,"경기 성남시 수정구 위례광장로 21-8 세움빌딩 1,2호"
725,수진1호,경기,성남시,"경기 성남시 수정구 제일로 148, 102호"
726,신흥1호,경기,성남시,경기 성남시 수정구 수정로 273
727,태평1동,경기,성남시,경기 성남시 수정구 성남대로 1258
728,금광1호,경기,성남시,경기 성남시 중원구 자혜로 82-1
729,모란역,경기,성남시,경기 성남시 중원구 광명로22
730,은행1호(성남),경기,성남시,경기 성남시 중원구 산성대로 572
731,곡반정,경기,수원시,경기 수원시 권선구 동수원로 58번길 18
732,권선1호,경기,수원시,경기 수원시 권선구 권광로 54
733,금곡1호,경기,수원시,"경기 수원시 권선구 금곡로118번길 10, 114호,115호"
734,매교,경기,수원시,경기 수원시 권선구 효원로 94번길 9
735,오목고색,경기,수원시,경기 수원시 권선구 삼천병마로 1598번길 48
736,탑동(수원),경기,수원시,경기도 수원 권선구 서둔로 266
737,호매실,경기,수원시,"경기 수원시 권선구 금호로 73-5, 1층"
738,광교1호,경기,수원시,경기 수원시 영통구 센트럴타운로 85
739,매탄1호,경기,수원시,경기 수원시 영통구 매탄로 45
740,매탄2호,경기,수원시,경기 수원시 영통구 매영로 53매탄동
741,매탄3호,경기,수원시,경기 수원시 영통구 매탄로 184
742,신동1호,경기,수원시,경기 수원시 영통구 권선로 908번길 52-22
743,신영통1호,경기,수원시,경기 수원시 영통구 태장로 77
744,영통1호,경기,수원시,경기 수원시 영통구 반달로 38
745,영통2호,경기,수원시,경기 수원시 영통구 영통로 501번길 28-1
746,연무1호,경기,수원시,경기 수원시 장안구 월드컵로 420-2
747,영화,경기,수원시,"경기 수원시 장안구 장안로 26영화동,영진빌딩"
748,율전1호,경기,수원시,경기 수원시 장안구 서부로2123번길 34-3
749,정자1호,경기,수원시,경기 수원시 장안구 장안로 111
750,정자2호,경기,수원시,"경기 수원시 장안구 정자로 28천천동, 1층"
751,조원1호,경기,수원시,경기 수원시 조원로 71
752,파장,경기,수원시,경기 수원시 장안구 경수대로 998
753,수원역,경기,수원시,"경기 수원시 팔달구 갓매산로 58고등동,장영빌딩"
754,아주대,경기,수원시,"경기 수원시 팔달구 중부대로239번길 5우만동,우만동R타워"
755,우만1호,경기,수원시,경기 수원시 팔달구 월드컵로 357번길 3
756,인계,경기,수원시,경기 수원시 팔달구 인계로166번길 51 1층
757,화서1호,경기,수원시,"경기 수원시 팔달구 수성로 101번길 20, 꽃뫼양지마을대우아파트 상가 105, 106호"
758,화서2호,경기,수원시,경기 수원시 팔달구 화양로 25화서동
759,거모,경기,시흥시,경기 시흥시 군자로 507
760,거북섬,경기,시흥시,경기 시흥시 거북섬4길 16
761,능곡,경기,시흥시,경기 시흥시 승지로 69
762,매화,경기,시흥시,경기 시흥시 매화마을1길 15
763,목감신도시2호,경기,시흥시,경기 시흥시 목감남서로 9-15조남동
764,목감역,경기,시흥시,경기 시흥시 남왕길 48
765,배곧신도시1호,경기,시흥시,"경기 시흥시 배곧4로 18 에이플러스 115, 116호"
766,배곧신도시2호,경기,시흥시,"경기 시흥시 서울대학로264번길 44-4정왕동,에스프라자"
767,신천1호(시흥),경기,시흥시,경기 시흥시 대골안길 92
768,월곶,경기도,시흥시,"경기 시흥시 월곶중앙로 53, 1층"
769,은계,경기,시흥시,"경기 시흥시 은계번영길 28은행동,은계디스퀘어"
770,은행1호(시흥),경기,시흥시,경기 시흥시 은행로 166
771,장곡,경기,시흥시,경기도 시흥시 장곡로 19 동서빌딩
772,장현,경기,시흥시,경기 시흥시 장현순환로 170
773,정왕1호,경기,시흥시,경기 시흥시 봉우재로 16
774,정왕2호,경기,시흥시,경기 시흥시 옥구상가2길 12
775,정왕3호,경기,시흥시,경기 시흥시 서촌상가2길 9
776,고잔1호,경기,안산시,경기 안산시 단원구 민속공원로 90
777,고잔2호,경기,안산시,경기 안산시 단원구 와동1로 49
778,선부1호,경기,안산시,경기 안산시 단원구 선부광장로 17
779,선부2호,경기,안산시,경기 안산시 단원구 달미로 79
780,원곡1호,경기,안산시,경기 안산시 단원구 원곡로 58
781,중앙(안산),경기,안산시,"경기 안산시 단원구 고잔1길 66, 1층"
782,초지역,경기,안산시,경기 안산시 단원구 화랑로 160
783,반월,경기,안산시,경기 안산시 상록구 건건3길 5
784,본오1호,경기,안산시,경기 안산시 상록구 샘골로 157
785,본오2호,경기,안산시,경기 안산시 상록구 석호로 348
786,부곡(안산),경기,안산시,경기 안산시 상록구 부곡로 107
787,사동1호,경기,안산시,경기 안산시 상록구 한양대학로 15
788,사동2호,경기,안산시,경기 안산시 상록구 항가울로 10-1
789,월피,경기,안산시,"경기 안산시 상록구 충장로 584, 1층"
790,일동,경기,안산시,경기 안산시 상록구 구룡로 19-1
791,공도1호,경기,안성시,경기 안성시 공도읍 공도로 68
792,안성1호,경기,안성시,경기 안성시 안성맞춤대로 1092
793,안성2호,경기,안성시,경기 안성시 안성맞춤대로 1030-1인지동
794,안성중앙대,경기,안성시,경기 안성시 대덕면 대학3길 29
795,진사리,경기,안성시,경기 안성시 공도읍 진사길 25
796,관양,경기,안양시,경기 안양시 동안구 동편로20번길 9
797,비산1호,경기,안양시,경기 안양시 동안구 경수대로 899
798,평촌1호,경기,안양시,경기 안양시 동안구 귀인로190번길 49평촌동
799,평촌3호,경기,안양시,경기 안양시 동안구 관악대로 272 1층 A동 103호
800,호계1호(안양),경기,안양시,경기 안양시 동안구 귀인로 104
801,박달사거리,경기,안양시,경기 안양시 만안구 박달로 508
802,석수1호,경기,안양시,경기 안양시 만안구 경수대로 1207
803,안양1번가,경기,안양시,경기 안양시 만안구 장내로 143번길 34
804,안양1호,경기,안양시,경기 안양시 만안구 장내로 95
805,안양2호,경기,안양시,경기 안양시 만안구 현충로 45
806,고읍1호,경기,양주시,"경기 양주시 고읍남로 23, 103호"
807,다산신도시1호,경기,남양주시,경기 남양주시 다산순환로 397-125다산동
808,다산신도시2호,경기,남양주시,경기 남양주시 다산중앙로172번길 42
809,덕계(양주),경기,양주시,경기 양주시 평화로 1409덕계동
810,덕소1호,경기,남양주시,경기 남양주시 와부읍 수레로 44 1층
811,덕정1호,경기,양주시,경기 양주시 고암길 358
812,도농1호,경기,남양주시,경기 남양주시 가운로 21
813,마석,경기,남양주시,경기 남양주시 화도읍 마석로 100
814,백석(양주),경기,양주시,경기 양주시 백석읍 호명로 38
815,별내2호,경기,남양주시,경기 남양주시 덕송2로6번길 16-48
816,별내역,경기,남양주시,경기 남양주시 별내중앙로 30
817,오남,경기,남양주시,경기 남양주시 오남읍 진건오남로 647
818,옥정,경기,양주시,"경기 양주시 옥정동로7다길 62 101호, 201호"
819,진건,경기,남양주시,경기 남양주시 진건읍 사릉로 390
820,진접장현리,경기,남양주시,경기 남양주시 진접읍 봉현로 14
821,진접지구,경기,남양주시,경기 남양주시 진접읍 해밀예당2로 119
822,창현,경기,남양주시,경기 남양주시 화도읍 경춘로창벌2길 34-24
823,퇴계원,경기,남양주시,경기 남양주시 퇴계원면 퇴계원로 33
824,평내,경기,남양주시,경기 남양주시 경춘로 1286번안길 22
825,호평,경기,남양주시,경기 남양주시 호평로46번안길 12-3호평동
826,양평,경기,양평군,경기 양평군 양평읍 시민로 44
827,여주1호,경기,여주군,경기도 여주군 우암로 38
828,여주대,경기,여주군,경기 여주시 세종로 355점봉동
829,오학,경기,여주군,경기 여주군 도예로 87-1
830,전곡,경기,연천군,경기 연천군 전곡읍 온골로 43번길 3
831,궐동,경기,오산시,경기 오산시 궐리사로 82
832,세마수청,경기,오산시,경기 오산시 내삼미로79번길 27
833,운암2호(오산),경기,오산시,"경기 오산시 운암로 117, 102호"
834,원동,경기,오산시,"경기 오산시 오산로 199 동양프라자 101호, 102호"
835,강남대,경기,용인시,경기 용인시 기흥구 강남동로 10 강남피아
836,구갈2지구,경기,용인시,경기 용인시 기흥구 구갈로 72번길 18
837,구성1호,경기,용인시,경기 용인시 기흥구 구성로 19
838,동백1호,경기,용인시,경기 용인시 기흥구 평촌1로 1번길 7
839,보라,경기,용인시,경기 용인시 기흥구 한보라2로 14번길 4-16
840,보정,경기,용인시,경기 용인시 기흥구 죽전로 43번길 11-23
841,용인서천,경기,용인시,경기 용인시 기흥구 서천동로91번길 4-4
842,흥덕,경기,용인시,경기 용인시 기흥구 흥덕2로65번길 20-15영덕동
843,동천1호,경기,용인시,경기 용인시 수지구 동천로113번길 5
844,상현1호,경기,용인시,경기 용인시 수지구 만현로20
845,상현역,경기,용인시,경기 용인시 수지구 광교호수로360번길 2
846,성복,경기,용인시,경기 용인시 수지구 성복2로 100
847,수지1지구,경기,용인시,"경기 용인시 수지구 수지로342번길 17풍덕천동,에덴프라자"
848,수지2지구,경기,용인시,경기 용인시 수지구 정평로 102
849,죽전,경기,용인시,경기 용인시 수지구 탄천상로 7 101호
850,남사,경기,용인시,경기 용인시 처인구 남사면 한숲로58번길 16
851,둔전,경기,용인시,경기 용인시 처인구 포곡읍 포곡로 79
852,양지,경기,용인시,경기 용인시 처인구 양지면 교동로 8
853,용인1호,경기,용인시,경기 용인시 처인구 중부대로 1355
854,용인2호,경기,용인시,경기 용인시 처인구 금령로 141
855,용인모현,경기도,용인시,경기도 용인시 처인구 모현읍 백옥대로 2384번길 21-31
856,내손갈뫼,경기,의왕시,경기 의왕시 계원대학로 28
857,백운호수,경기,의왕시,경기 의왕시 백운호수로3길 14
858,오전고천,경기,의왕시,경기 의왕시 경수대로 292 114호
859,의왕역,경기,의왕시,경기 의왕시 삼동 598-3
860,인덕원,경기,의왕시,"경기 의왕시 포일세거리로 3, 파레사타워 102호"
861,포일내손,경기,의왕시,경기 의왕시 복지로 100-1
862,금오,경기,의정부시,경기 의정부시 부용로 105
863,녹양,경기,의정부시,경기 의정부시 서부로 743
864,민락(의정부),경기,의정부시,경기 의정부시 오목로 225번길 89-41
865,민락2호,경기,의정부시,경기 의정부시 용민로 473
866,신곡,경기,의정부시,경기 의정부시 능곡로 26번길 23
867,신곡2호,경기,의정부시,"경기 의정부시 발곡로3번길, 1"
868,용현1호,경기,의정부시,경기 의정부시 충의로 37
869,의정부역,경기,의정부시,경기도 의정부시 의정부동 평화로 512 미래프라자 1층
870,장암,경기,의정부시,경기 의정부시 동일로466번길 55
871,호원1호,경기,의정부시,경기 의정부시 평화로 156
872,회룡역,경기,의정부시,경기 의정부시 평화로 375
873,이천1호,경기,이천시,경기 이천시 영창로 242
874,이천관고,경기,이천시,경기 이천시 설봉로 7관고동
875,이천마장,경기,이천시,경기 이천시 마장면 중앙로 6번길 12
876,이천하이닉스,경기,이천시,경기 이천시 부발읍 경충대로2050번길 15-60
877,증포,경기,이천시,경기 이천시 이섭대천로 1370
878,가람마을,경기,파주시,경기 파주시 가람로 47
879,교하신도시,경기,파주시,경기 파주시 순못길 7
880,금촌1호,경기,파주시,경기 파주시 아동로 10
881,금촌로데오,경기,파주시,경기 파주시 금빛로 27
882,문산,경기,파주시,경기 파주시 문산읍 당동리 888-6
883,봉일천,경기,파주시,경기 파주시 조리읍 고봉로 1032
884,산내마을,경기,파주시,경기 파주시 청암로17번길 41
885,운정1호,경기,파주시,경기 파주시 와석순환로 135
886,갈곶고현,경기,평택시,경기 평택시 진위면 엘지로 55-59
887,고덕1호(평택),경기,평택시,경기 평택시 고덕여염12길 40
888,동삭1호,경기,평택시,경기 평택시 비전2로 30
889,비전1호,경기,평택시,경기 평택시 평택5로114번길 12비전동
890,비전2호,경기,평택시,경기 평택시 평택2로 111-1
891,세교,경기,평택시,"경기 평택시 세교로5 101, 103"
892,소사벌,경기,평택시,"경기 평택시 만세로 1845  엘도라도 시티 104호, 105호"
893,송탄1호,경기,평택시,경기 평택시 이충로 49-31
894,송탄2호,경기,평택시,경기 평택시 지산로 59
895,안중1호,경기,평택시,경기 평택시 안중읍 안현로서8길 57
896,청북,경기,평택시,경기 평택시 청북읍 안청로 346
897,팽성1호,경기,평택시,경기 평택시 팽성읍 안정로95번길 2
898,포승1호,경기,평택시,경기 평택시 포승읍 여술로 33-1
899,송우,경기,포천시,경기 포천시 소흘읍 송우로 75
900,포천,경기,포천시,경기 포천시 구절초로 44
901,덕풍1호,경기,하남시,경기 하남시 하남대로 859
902,미사1호,경기,하남시,경기 하남시 미사강변북로 30번길 127
903,미사역,경기도,하남시,"경기도 하남시 미사강변중앙로 181, 101호,102호"
904,신장1호,경기,하남시,경기 하남시 하남대로 771
905,신장2호,경기,하남시,경기 하남시 천현로 130
906,풍산지구,경기,하남시,경기 하남시 덕풍북로 251번길 24
907,하남감일,경기,하남시,경기 하남시 감일백제로 97
908,남양1호(화성),경기,화성시,경기 화성시 남양읍 역골로 29-16
909,동탄1능동,경기,화성시,경기 화성시 동탄공원로1길 6-11반송동
910,동탄1호,경기,화성시,경기 화성시 동탄지성로 92
911,동탄2 영천,경기,화성시,경기 화성시 지산2길 4-7
912,동탄2목동,경기,화성시,경기 화성시 왕배산3길 19
913,동탄2산척,경기,화성시,경기 화성시 동탄산척로 2나길 6-4
914,동탄2청계,경기,화성시,"경기 화성시 동탄대로시범길 134 8,9호"
915,동탄2호,경기,화성시,경기 화성시 동탄솔빛로 48
916,동탄2호수공원,경기도,화성시,경기 화성시 동탄순환대로3가길 27송동
917,동탄테크노밸리,경기,화성시,경기 화성시 동탄기흥로 520번가길 9-1
918,발안1호,경기,화성시,경기 화성시 향남읍 행정서로 3길 4-32
919,병점1호,경기,화성시,"경기 화성시 경기대로 1014 병점프라자 109호, 110호"
920,병점2호,경기,화성시,경기 화성시 효행로 1051
921,봉담1호,경기,화성시,경기 화성시 봉담읍 삼천병마로 1268
922,송산그린시티,경기,화성시,"경기 화성시 꽃내음2길 12-2 109호,110호"
923,와우리,경기,화성시,경기 화성시 효행로 249
924,향남2지구,경기,화성시,경기 화성시 향남읍 상신하길로328번길 8-13
925,화산안녕,경기,화성시,경기 화성시 화산로 39
926,경포,강원,강릉시,강원 강릉시 경포로463번길 23
927,교동1호(강릉),강원,강릉시,강원 강릉시 하슬라로192번길 13교동
928,내곡회산,강원,강릉시,강원 강릉시 범일로 654
929,노암,강원,강릉시,강원 강릉시 임영로 62
930,성덕,강원,강릉시,강원 강릉시 강변로410번길 41
931,유천,강원,강릉시,강원 강릉시 선수촌로 79-19
932,주문진,강원,강릉시,강원 강릉시 주문진읍 주문로 4
933,포남,강원,강릉시,강원 강릉시 성덕포남로 177
934,고성(강원),강원,고성군,원도 고성군 간성로 66-1
935,봉포,강원,고성군,강원 고성군 토성면 봉포2길 19
936,묵호,강원,동해시,강원 동해시 발한로 45
937,천곡,강원,동해시,강원 동해시 한섬로 121
938,청운,강원,동해시,강원 동해시 청운로 73
939,삼척,강원,삼척시,강원 삼척시 진주로 41
940,교동(속초),강원,속초시,강원 속초시 수복로 17-1
941,동명,강원,속초시,강원 속초시 영금정로29
942,조양,강원,속초시,강원 속초시 조양로 98-1
943,양구,강원,양구군,강원 양구군 양구읍 중앙길 47
944,양양,강원,양양군,강원 양양군 양양읍 양양로 80
945,하조대,강원,양양군,강원도 양양군 현북면 하조대2길1
946,영월,강원,영월군,강원 영월군 영월읍 분수대길 24
947,개운,강원,원주시,강원 원주시 행구로 32
948,늘품,강원,원주시,강원 원주시 늘품로 193-1
949,단계,강원,원주시,강원 원주시 천사로 39
950,단구,강원,원주시,강원 원주시 단구로 373
951,명륜(원주),강원,원주시,강원 원주시 남원로 527
952,무실,강원,원주시,강원 원주시 만대로 176
953,문막,강원,원주시,강원 원주시 문막읍 건등로 36
954,우산,강원,원주시,강원 원주시 모란1길 82
955,원주기업도시,강원,원주시,강원 원주시 지정면 신지정로 190
956,원주봉화,강원,원주시,강원 원주시 봉화서부로 24-1
957,일산,강원,원주시,강원 원주시 남산로 59
958,태장,강원,원주시,강원 원주시 태장동 북원로 2716-1
959,혁신(원주),강원,원주시,"강원 원주시 양지로 14 , 114호"
960,흥업,강원,원주시,강원 원주시 흥업면 남원로 65
961,원통,강원,인제군,강원 인제군 북면 원통로 174-1
962,인제,강원,인제군,강원 인제군 인제읍 인제로 189
963,사북고한,강원,정선군,강원 정선군 사북읍 사북중앙로 58-1
964,석사,강원,춘천시,"강원 춘천시 애막골길11번길 2, 33통405"
965,신사우동,강원,춘천시,강원 춘천시 영서로 2767
966,장학,강원,춘천시,강원 춘천시 동면 춘천로 449번길 12-1
967,춘천교대,강원,춘천시,강원 춘천시 동내면 춘천순환로 67 1층
968,춘천시청,강원,춘천시,강원 춘천시 금강로 24
969,퇴계2호,강원,춘천시,강원 춘천시 안마산로 199
970,효자(춘천),강원,춘천시,강원 춘천시 춘천로 94
971,후평1호,강원,춘천시,강원 춘천시 후석로 270
972,후평사거리,강원,춘천시,강원 춘천시 춘천로 299
973,태백1호,강원,태백시,강원 태백시 황지로 13-1
974,대관령,강원,평창군,강원 평창군 대관령면 올림픽로 183
975,진부,강원,평창군,강원 평창군 진부면 청송로 90
976,휘닉스봉평,강원,평창군,강원 평창군 봉평면 태기로 151
977,홍천,강원,홍천군,강원 홍천군 홍천읍 마지기로 11-2
978,사창,강원,화천군,강원 화천군 사내면 사내로5길 13
979,화천,강원,화천군,강원 화천군 화천읍 중앙로 4길 8
980,횡성,강원,횡성군,강원 횡성군 횡성읍 삼일로 9-2
981,단양,충북,단양군,충북 단양군 단양읍 수변로 63
982,보은,충북,보은군,충북 보은군 보은읍 보은로 137
983,충북옥천,충북,옥천군,충북 옥천군 옥천읍 문장로 93
984,금왕,충북,음성군,충북 음성군 금왕읍 무극로 204-1
985,대소,충북,음성군,충북 음성군 대소면 대동로 865
986,음성,충북,음성군,충북 음성군 음성읍 시장로 67
987,음성혁신도시,충북,음성군,충북 음성군 맹동면 용두2나길 15
988,장호원감곡,충북,음성군,충북 음성군 감곡면 장감로 154
989,강제,충북,제천시,충북 제천시 강저로 246
990,명동,충북,제천시,충북 제천시 하소로 68
991,신백,충북,제천시,충북 제천시 의병대로 36길 29
992,왕암,충북,제천시,충북 제천시 소새로 1길 11
993,장락,충북,제천시,충북 제천시 죽하로11길 15
994,청전,충북,제천시,충북 제천시 칠성로10길 7
995,증평,충북,증평군,충북 증평군 증평읍 삼보로 112
996,광혜원,충북,진천군,충북 진천군 광혜원면 중리1길 7
997,덕산,충북,진천군,충북 진천군 덕산읍 용몽로 106
998,진천(충북),충북,진천군,충북 진천군 진천읍 교성리 30-8
999,오창산업단지,충북,청원군,충북 청주시 청원구 오창읍 주성1길 10
1000,청주옥산,충북,청원군,충북 청주시 흥덕구 옥산면 가락길 28
1001,금천광장,충북,청주시,충북 청주시 청주시 상당구 산성로 112번길 24
1002,동남지구,충북,청주시,충북 청주시 상당구 중고개로 141번길 20 신영빌딩 101호
1003,용암1호,충북,청주시,충북 청주시 상당구 용암북로 138번길 18-4
1004,용암2호,충북,청주시,충북 청주시 상당구 무농정로 27-1
1005,우암동,충북,청주시,충북 청주시 상당구 상당로 220
1006,분평,충북,청주시,충북 청주시 서원구 청남로 1992
1007,가경2호,충북,청주시,충북 청주시 서원구 복대로 31
1008,강서,충북,청주시,충북 청주시 흥덕구 서현북로 36
1009,복대1호,충북,청주시,충북 청주시 흥덕구 성봉로 293
1010,봉명1호,충북,청주시,"충북 청주시 흥덕구 월명로178번길 55봉명동,청안빌딩"
1011,사직1호(청주),충북,청주시,충북 청주시 흥덕구 호국로 71
1012,산남성화,충북,청주시,"충북 청주시 흥덕구 구룡산로51번가길 10, 101호"
1013,오송,충북,청주시,충북 청주시 흥덕구 오송읍 오송생명로 200
1014,운천신봉,충북,청주시,충북 청주시 흥덕구 사운로 244-1
1015,하복대,충북,청주시,충북 청주시 흥덕구 진재로 34
1016,오창1호,충북,청주시,충북 청주시 청원구 오창읍 과학산업5로 114
1017,갱고개,충북,충주시,충북 충주시 봉현로 322
1018,봉방문화교현,충북,충주시,충북 충주시 국원대로 79
1019,서충주기업도시,충북,충주시,"충북 충주시 중앙탑면 기업도시로 214 107호,108호"
1020,성내용산,충북,충주시,충북 충주시 남산로 90
1021,연수,충북,충주시,충북 충주시 갱고개로 154-1
1022,계룡대,충남,계룡시,충남 계룡시 엄사면 번영로 66
1023,신관,충남,공주시,충남 공주시 번영1로 138
1024,옥룡,충남,공주시,충남 공주시 무령로 301
1025,금산(충남),충남,금산군,충남 금산군 금산읍 금산로 1503-2
1026,연무,충남,논산시,충남 논산시 연무읍 안심로 53
1027,취암,충남,논산시,충남 논산시 중앙로 214
1028,기지시,충남,당진시,충남 당진시 송악읍 반촌로 140-39
1029,신평,충남,당진시,"충남 당진시 신평면 거산3거리길 46, 1층"
1030,읍내(당진),충남,당진시,충남 당진시 무수동로 196읍내동
1031,채운,충남,당진시,충남 당진시 우두로 23
1032,합덕,충남,당진시,충남 당진시 합덕읍 합우로 136
1033,동대,충남,보령시,충남 보령시 작은오랏5길 9
1034,죽정,충남,보령시,충남 보령시 지장골길 75
1035,부여,충남,부여군,충남 부여군 부여읍 석탑로 76-1
1036,대산,충남,서산시,충남 서산시 대산읍 구진로 27
1037,동문,충남,서산시,충남 서산시 안견로 151
1038,서산테크노,충남,서산시,충남 서산시 성연면 성연3로 111
1039,석림,충남,서산시,충남 서산시 호수공원9로 56
1040,읍내(서산),충남,서산시,충남 서산시 안견로 353
1041,서천,충남,서천군,충남 서천군 서천로 127
1042,권곡,충남,아산시,충남 아산시 번영로 182
1043,배미,충남,아산시,충남 아산시 서부북로 1006
1044,배방1호,충남,아산시,충남 아산시 배방읍 모산로139번길 7
1045,아산테크노,충남,아산시,충남 아산시 둔포면 아산밸리중앙로 80-22
1046,온천,충남,아산시,충남 아산시 아산로 70
1047,용화,충남,아산시,충남 아산시 온중로 5
1048,장재,충남,아산시,충남 아산시 배방읍 용연로 84-20
1049,탕정지중해,충남,아산시,충남 아산시 탕정면로22번길 18
1050,예산,충남,예산군,충남 예산군 예산읍 역전로 150-1
1051,목천,충남,천안시,충남 천안시 동남구 목천읍 충절로 890
1052,봉명다가,충남,천안시,충남 천안시 동남구 차돌로 54다가동
1053,신방1호,충남,천안시,충남 천안시 동남구 신촌3길 16 천일빌딩
1054,신방통정,충남,천안시,충남 천안시 동남구 통정10로 33-6
1055,신부1호,충남,천안시,충남 천안시 동남구 터미널2로 30신부동
1056,원성,충남,천안시,충남 천안시 동남구 버들로 144
1057,청수,충남,천안시,천안시 동남구 청수11로18
1058,두정,충남,천안시,충남 천안시 서북구 성정중7길 18
1059,백석(천안),충남,천안시,"충남 천안시 서북구 백석3로 70, 주공그린빌11단지3차아파트 상가 103호"
1060,불당,충남,천안시,충남 천안시 서북구 불당33길 40
1061,성거,충남,천안시,충청 천안시 서북구 성거읍 성거길 107
1062,성성,충남,천안시,충남 천안시 서북구 성성8로 14-27
1063,성정,충남,천안시,충남 천안시 서북구 봉정로 146
1064,성환1호,충남,천안시,충남 천안시 서북구 성환읍 연암율금로 472
1065,직산1호,충남,천안시,충남 천안시 서북구 직산읍 봉주로 50
1066,차암,충남,천안시,충남 천안시 서북구 밤개울1길 6-2
1067,청양,충남,청양군,충남 청양군 청양읍 문화예술로 128
1068,태안,충남,태안군,충남 태안군 태안읍 중앙로 133-5
1069,내포1호,충남,홍성군,충남 홍성군 홍북읍 홍학로 87엘가프라자
1070,오관,충남,홍성군,충남 홍성군 홍성읍 의사로 53-2
1071,고창,전북,고창군,전북 고창군 고창읍 월곡로 49
1072,구암조촌,전북,군산시,전북 군산시 궁포1로 24-5 106호
1073,군산대,전북,군산시,전북 군산시 미제1길 12
1074,나운1호,전북,군산시,전북 군산시 나운로 82
1075,미원,전북,군산시,전북 군산시 중앙로 43
1076,미장수송,전북,군산시,전북 군산시 동수송9길 16
1077,소룡산북,전북,군산시,전북 군산시 칠성안2길 94-3
1078,지곡,전북,군산시,전북 군산시 백토로 231
1079,김제,전북,김제시,전북 김제시 도작8길 38
1080,남원,전북,남원시,전북 남원시 시청로 25
1081,무주,전북,무주군,전북 무주군 무주읍 주계로 67-1
1082,무주구천,전북,무주군,전북 무주군 설천면 구천동로 852
1083,변산격포,전북,부안군,전북 부안군 변산면 격포로 144
1084,부안,전북,부안군,전북 부안군 부안읍 학동길 22-1
1085,순창,전북,순창군,전북 순창군 순창읍 경천로 57
1086,봉동,전북,완주군,전북 완주군 봉동읍 둔산3로 37
1087,삼례우석대,전북,완주군,전북 완주군 삼례읍 삼례로 430
1088,혁신(전북),전북,완주군,전북 완주군 이서면 안전로 141 104호
1089,동산,전북,익산시,전북 익산시 서동로 95
1090,모현,전북,익산시,전북 익산시 배산로 165-5
1091,부송,전북,익산시,전북 익산시 무왕로 1183
1092,영등1호,전북,익산시,전북 익산시 고봉로 24길 29
1093,영등2호,전북,익산시,전북 익산시 무왕로 15길 15
1094,원광대,전북,익산시,"전북 익산시 익산대로68길 51 시즈퍼스트 상가112호, 113호"
1095,함열,전북,익산시,전북 익산시 함열읍 함열중앙로 29
1096,임실,전북,임실군,전북 임실군 임실읍 감천로 20
1097,장수,전북,장수군,전북 장수군 장수읍 준비취락길 13-9
1098,동산조촌,전북,전주시,전북 전주시 덕진구 혁신로 718
1099,만성,전북,전주시,전북 전주시 덕진구 만성중앙로 17-8
1100,솔내,전북,전주시,전북 전주시 덕진구 송천로 42
1101,송천,전북,전주시,전북 전주시 덕진구 사근1길 31 113호
1102,아중,전북,전주시,전북 전주시 덕진구 건산로 216
1103,에코시티,전북,전주시,전북 전주시 덕진구 세병로 182
1104,전북대,전북,전주시,전북 전주시 덕진구 덕진광장로 12
1105,하가덕진,전북,전주시,전북 전주시 덕진구 가리내7길 13덕진동2가
1106,호성,전북,전주시,전북 전주시 덕진구 동부대로 797
1107,삼천1호,전북,전주시,전북 전주시 완산구 용리로 124
1108,서곡효자,전북,전주시,전북 전주시 완산구 홍산로 375 104호
1109,서신,전북,전주시,전라북도 전주시 완산구 고사평4길 7
1110,신시가지,전북,전주시,전북 전주시 완산구 봉곡로 114
1111,안행,전북,전주시,전북 전주시 완산구 효동2길 1
1112,중앙(전주),전북,전주시,전북 전주시 완산구 고사동 전주객사3길 35
1113,중화산,전북,전주시,전북 전주시 완산구 신촌4길 4
1114,평화1호,전북,전주시,전북 전주 완산구 평화로 132
